label,clean
0,come rain suit wellie hope rain hot af rolling floor laugh
0,team wednesday race
0,
0,black flag black flag black flag black flag black flag
0,yessssss p2 totally epic
0,yes
0,belate thank birthday wish week happen race weekend away thank relieve face
0,home blue heart próximo finde otro carreras smile face horn 8h resistencia equipos piloto clapping handslight skin tone info web circuito
0,thumb
0,positive car mega today realistic happy luck today let ’s change soon cross fingerscrosse fingerscrosse finger alpine f1 austria
0,happy day 6th qualify good job guy exciting racing tomorrow
0,minute time radio karaoke microphonepensive face
0,austria time spend time home recharge calendar silverstone ’ll make pit stop factory look forward msc47
0,race cardashe away msc47
0,triple header year plenty datum lot learn team ’s home race silverstone nl6 wearewilliam
0,quali soon arrow austrian gp nl6
0,dare dream hero rival flexed bicepsfire diplomacy hold tomorrow f1 legend fernandoalonso
0,l’austria ci lascia po amaro bocca proveremo riaddolcirla gi dalla prossima gara just day alfaromeorace f1 austrian gp ag99honeybee
1,incredible race amazing win flexed bicepslight skin tone thank thank thank fan thank raise hand keeppushe orangearmy austrian gp
1,thumb thumb thank support raise hand orangearmy austrian gp
1,flexed bicepslight skin tone let ’s lion face unleashthelion orangearmy austrian gp
1,really happy car qualify great starting 3rd hat course fan support raise hand wait tomorrow flexed bicep keeppushe orangearmy austrian gp
1,fine tuning set qualify time lion face unleashthelion keeppushe austrian gp
0,disappoint team congratulation win camera flash
0,race day camera flash
0,come babyyyy pole position let finish job tomorrow camera flash
0,dimos todo tuvimos buena arrancada buena estrategia final fue suficiente entrar puntos seguimos progresando pronto estaremos nuevamente punto donde merecemos estar flexed bicep
0,poco tráfico nos dejó fuera q2 mañana tengo confianza vamos sumar vaaamos flexed biceps austrian gp checo11
0,decent race cool mix start slowly surely right direction flex bicep
0,start pit lane today eye forward f1 austrian gp
0,happy lap shame quali end apology ruin lap idea come f1 austrian gp
0,saturday grinning face smile eye let fun today f1 austrian gp
0,info gran remontada carlos sainz gp austria p19 p8 backhand index pointing right great comeback carlos sainz austrian gp p19 p8 backhand index pointing right carlo55ainz austrian gp f1
0,p19 p8 qué carrera lástima han visto tv buenos adelantamiento hasta alerón delantero ha roto cuando estábamos cerca gasly muy buen ritmo felicidades equipo austrian gp carlo55ainz
0,p19 p8 race today shame n’t tv great overtake wing break attack gasly strong pace congrat team austrian gp carlo55ainz
0,info carlos sainz sacrifica clasificación gp austria sanción cambio motorbackhand index pointing right carlos sainz sacrifices austrian qualifying grid penalty change enginebackhand index pointing right carlo55ainz austrian gp f1
0,nunca es fácil sacrificar buena opción q3 penalización reglajes llevábamos es tocaba felicidades lando equipo buen rendimiento hoy mañana volvemos carga carlo55ainz austrian gp
0,easy sacrifice good q3 shot penalty set congrat lando team strong performance try recover tomorrow carlo55ainz austrian gp
0,info carlos sainz octavo libre gp austria backhand index pointing right carlos sainz eighth free practice austrian gp backhand index pointing right carlo55ainz austrian gp f1 fp3
0,great job today drive weekend grateful team effort perfect day win lose tomorrow new day chance rise teamlh need energy flexed bicepsmedium dark skin tone
0,pinch punch month
0,somebody say scooter
0,mean like forever
0,half wink facesmile face open mouth cold sweat austrian gp
0,fourth fourth
0,fifth fifth austrian gp
0,wave handmedium light skin tone
0,mornin austrian gp
0,speechless n’t know come wow grin face happy everybody team ’ve work hard lately tomorrow ’ve finish job flexed bicepsmedium light skin tone
0,time come congrat great achievement silverstone
0,start 8th tomorrow pretty upset good progress q1 q2 lose turn q3 cost good starting position new day tomorrow race camera flash
0,ich finde es mega dieses auto zu fahren das letzte mal war ich hockenheim als ich formel meister wurde und jetzt werde ich eines der st rksten auto der formel geschichte fahren nnen schleicht sich mir ein breite grinsen gesicht
0,von p18 auf p4 wir nnen mit dem rennen heute nur glücklich sein das team hat mir ein gut auto gegeben jetzt müssen wir silverstone darauf aufbauen und versuchen auch dort punkte zu sammeln fda essereferrari iwill uarush thinktomorrow eurospare premafamily
0,p18 p4 happy race today team great car look ahead silverstone build try score point essereferrari fda iwill uarush thinktomorrow eurospare passionforpart keepfighte premafamily
0,sehr frustrierend denn wir hatten die pace wir hatten probleme mit der kupplung dann ge der gang nicht rein wir mussten das lenkrad wechseln technik kann keiner dafür aber ich werde nicht aufh ren zu mpfen keepfighting
0,frustrating race pace early clutch work grid gear change steer wheel pitlane technical setback stop fight keepfighting
0,happy canada day confetti ball
0,tough birthday weekend luck n’t pace challenge win situation control fight point add total forget onwards silverstone
0,austrian gp f2
0,late charge nichola pass king zhou p6 austrian gp f2
0,lap matsushita pass p8 lap nichola eye king reclaim position austrian gp f2
0,lap racing nicholas p7 lap austrian gp f2
0,lap crash deletraz austrian gp f2
0,lap nichola pass hubert p8 austrian gp f2
0,lap lap nicholas p9 driver ahead warn wear tyre austrian gp f2
0,lap nichola pass schumacher p10 austrian gp f2
0,lap pass correa p9 austrian gp f2
0,lap cleanly away nicholas complete lap p10 austrian gp f2
0,austrian gp f2
0,minutes light steve key nicholas ready lap sprint race start p9 grid austrian gp f2
0,austrian gp f2
0,austrian gp f2
0,lap nichola pass ilott p9 austrian gp f2
0,lap nichola p12 bag fast lap race far oncoming fist austrian gp f2
0,lap lap nichola p13 driver alternate tyre strategy pit austrian gp f2
0,lap half distance early knock sette camara leave nicholas lowly p19 austrian gp f2
0,lap nichola pit soft rubber rejoin p19 sette camara 5sec penalty collision austrian gp f2
0,lap contact nichola tag mid corner team mate spin rejoin cloud tyre smoke p11 austrian gp f2
0,lap p7 nichola pass ghiotto delétraz austrian gp f2
0,lap strong start nichola make place p5 khou sight austrian gp f2
0,austrian gp f2
0,nicholas away cleanly formation lap start race p6 grid austrian gp f2
0,hi spielberg steve twitter control nicholas lines grid today 's feature race austrian gp f2
0,austrian gp f2
0,maybe bottle pop cork emopos grimacing face
0,primo punto entrambe auto tra primi dieci tutto bellissimo ma boss perch prendersela miei capelli scissorsrolle floor laugh austrian gp alfaromeorace ag99honeybee
0,q3 punti sono ritornello suona davvero bene dovremmo ripetere ad ogni gp orgoglioso noi musical notefire point view idea great gp q3 point alfa collision f1 formula1 austrian gp ag99honeybee tuttipazzipergiovinazzi
0,quello mi ha portato fino qui stato crederci ogni istante quello continuer fare dare meglio ogni istante arriviamo alla gara carichi sereni domani dobbiamo divertirci f1 austrian gp alfaromeorace ag99honeybee
0,try decorate imagination artist paletterace cardashe away franz schubert quali day stopwatchfire f1 formula1 austrian gp alfaromeorace ag99honeybee
0,’ll push come strong home race austria wait support orange army oncoming fist
0,unlucky afternoon face steam nose begin race line great occasion pick debri floor severely damage struggle race p7 collect important point
0,quite tricky qualify rain row good tomorrow really count good race car ’ll oncome fist congrat pole handshake
0,realize childhood dream deserve mate ’m incredibly disappoint damage car lap fly great fight track old tyre end race
0,n’t lap need shame lap good happen tomorrow race performance come big congrat pole position fully deserve
0,réplica colección entregas mes mini helmet escala pidan suyo aquí
0,contento saber zhou alex están bien también feliz haber demostrado vez hay rendirse gran carrera después irme último lugar pese estar físicamente qué gusto haber compartido primer triunfo f1
0,obviously want fight race flex bicep nevergiveup british gp
0,summer look smile face sunglasse alphatauri alphataurifashion
0,thank support ’ll come strong red heart
0,important thing zhou ok scary incident credit marshal medical team quick response obviously gutte end race way sorry team fan cheer lh garage oncoming fist
0,real hero fold hand
0,disappoint quali lot potential car n’t hook tomorrow count ’ll mega crowd
1,ganar mi primer gp f1 ferrari público silverstone espectacular ha sido carrera dura mentalmente luchas resalida ahorrar gasolina safety car hemos hecho hoy disfrutamos mañana tope austria backhand index pointing right
1,win f1 gp ferrari crowd silverstone amazing tough race mentally fight restart fuel save safety car let enjoy today focus austria tomorrow backhand index pointing right carlossaiz
1,race win f1 thank unconditional support let fight flexed bicepsmedium light skin toneflexed bicepsmedium light skin tone essereferrari carlossainz
1,menuda carrera primera victoria f1 gracia todos vuestro apoyo incondicional seguir luchando flexed bicepsmedium light skin toneflexed bicepsmedium light skin tone essereferrari carlossainz
1,trophyp1 silverstone vamo
1,eye eyes prize let ’s race essereferrari carlossainz
1,muy contento primera pole silverstone lluvia estaba muy difícil buena vuelta final nos pole fin semana ha acabado estoy listo mañana pelearemos victoria ello backhand index pointing right carlossainz
1,extremely happy pole silverstone wet extremely tricky final good lap pole weekend ’m ready tomorrow ’ll fight win let race backhand index pointing right carlossainz
0,crazy hahaha
0,manage weekend ’re raise fund incredible today involve
0,red heart red heart red heart red heart red heart red heart
0,happy car good
0,time
0,cool thing world love silverstone red heart
0,vamosssss carlossssss
0,race day let ’s geddit
0,p6 cool fan cooler
0,zhou ok secondary crazy crash fuel pump issue end race today learn week
0,loss power q2 tomorrow fight point
0,shock hear terrible shooting field 's shopping centre copenhagen thought prayer victime family red heart
0,point great day team let continue hard work austria raise hand haasf1
0,excited announce partnership look forward help team attracke motivate young talent world motorsport
0,early qualifying exit know push forward oncoming fist haasf1
0,look forward qualify let weather victory hand haasf1 british gp
0,clap handslight skin toneclappe handslight skin toneclappe handslight skin toneclappe handslight skin toneclappe handslight skin tone
0,let ’s make half way moon tornadofull moon faceglobe america
0,good hear ’s ok job silverstonewhite heavy check mark surely competitive race alpine f1 silverstone
0,cloud rain qualy car feel good ready race tomorrow p7 grid let ’s alpine f1 silverstone
0,friday f1 alpine silverstone
0,ok pet ok smile face open mouth cold sweat importantly ’m glad ok thank medical staff message eye austria oncoming fist
0,happy birthday sebgreen heart
0,thank msc47
0,issue car quali affect result today focus tomorrow msc47
0,unfortunately sustained damage stint just lose ground lot positive weekend british gp
0,great alex zhou walk away onesfolde handslight skin tone today nice mix elbow
0,q3 feel good smile face open mouth british gp nl6
0,clear hospital check ok thank nice message good wish fold handslight skin tone
0,glad ’m ok disappointed like penalty help n’t justice dangerous lewis track watch celebration hospital disrespectful unsportsmanlike behavior
0,emopos unleashthelion lion face british gp
0,happy score pole position point car great job team flex bicep good start race nice fight push hard big thank fan raise hand hope exciting battle tomorrow keeppushe british gp
0,lion face new challenge firsttimeforeverythe face stick tongue winking eye unleashthelion british gp
0,day happy disappoint ’s good thing great podium progress proud team push soononcome fist
0,ahhhhhhhh incredibly close absolutely win race lose lap big victory today max safe big crash hungary thank support red heart
0,really enjoy p4 strong pace push convert good main race tomorrow
0,nice start week work flat team come strong flexed bicep nevergiveup
0,day complicated early race hit low point tomorrow new chance ’ll work entire team recover minimize damage british gp nevergiveup
0,hard word feel like thank make special red heart
0,sun ’s grandstand pack let ’s road oncoming fist
0,good fun today bring home p9 game tomorrow oncoming fist
0,thinking face thought sprint quali movie camera carlossainz smoothoperator
0,buenas salida muy buen ritmo aire limpio nos han podido dar p5 desgracia parada ha sido lenta equipo ha estado genial todo año pit stop estas cosas pasan felicidades charles buen día equipo general backhand index pointing right
0,good start strong pace free air ’ve p5 unfortunately stop slow boy great year thing happen big congrat charle good day team overall backhand index pointing right carlossainz
0,nada contento hoy mi carrera ha estado condicionada desde vuelta cuando williams ha bloqueado tocado mi rueda trasera ha dejado p19 remontado p11 quería así son carreras mañana todas backhand index pointing right carlossainz
0,far happy race heavily compromise lap williams lock hit rear dropping p19 push hard recover p11 want race tomorrow ’ll backhand index pointing right carlossainz
1,today reminder danger sport send wishes max incredible competitor ’m glad hear ok race hard fairly team grit perseverance dream win home crowdpurple heart
1,time
0,oncoming fist
0,red heart
0,beautiful day
0,p5 debrief ’d good day
0,bring
0,d1sc0rdsquad
0,wave hand
0,tight race good fighting end great car point like wish quick recovery british gp eo31
0,good sprint race today place gain start point grand prix tomorrow firewinke face eo31 british gp
0,grin face smile eye muy contento ejecución carrera hoy punto equipo importante max encuentre bien hungría esté flexed bicepsflexed bicep alpine f1 silverstone
0,beautiful day race sun let ’s alpine f1 silvertone
0,ogre
0,ok start p7 tomorrow ’s race fun saturday smile face halo alpine f1 silverstone
0,plan today sprint qualy let ’s eye f1 alpine silverstone
0,carrément partant l'alliance wow partner wowshadowland
0,agree wholeheartedly backhand index pointing
0,crazy hour firstly relief max ok frustrating team play flexed bicep
0,hungry budap
0,msc47
0,walk new week sun
0,fairly straightforward race today manage make place bring home p14 nice fan crazy atmosphere bring weekend ’ve definitely miss british gp nl6
0,un’altra gara solida rammarico punti mancati ma stiamo lavorando duro siamo certi essere sulla giusta strada flexed biceps solid race bad n’t score point ’re work hard ’re confident f1 british gp alfaromeorace ag99honeybee
0,abbiamo esultato gridato gioito ci siamo commossi ci siamo raccolti senza distinzioni come fratelli d'italia perché sport insegna unisce fa sognare ora giusto andare avanti ma sempre grazieazzurri blue heart vivoazzurro ag99honeybee
0,happy finishing 2nd great result flexed bicep keeppushe british gp
0,flexed bicep let ’s try pressure unleashthelion lion face keeppushe british gp
0,pretty good qualifying lap start 3rd chance fight good race result keeppushe british gp
0,p3 babyyyyyy luck podium happy manage week end consider tough time moment push oncoming fist
0,smile face open mouth cold sweat
0,oooh lap feel good start p4 medium tyre race oncome fist
0,nos levantaremos fuerte
0,p20 right arrow p12 pace decent today hard work pay flexed bicep
0,thanks mate oncoming fist
0,q2 today obviously aim higher pleased lap consistently mix saturday flexed bicep
0,muy frustrante es duro perder así p4 última vuelta rueda pinchó merecíamos mucho después gran salida carrera sólida nos hemos dejado muchos puntos ahí otra vez calma silverstone backhand index pointing right carlossainz british gp
0,frustrated tough way lose p4 lap tyre fail deserve great start solid race lot point leave table calm carry silverstone backhand index pointing right
0,p7 mañana tenido mejore sensacione ayer mi última vuelta q3 fue justo quería perdí trasera par vece salida curva tracción aun así es buena posición trataremos remontar carrera backhand index pointing right carlossainz
0,p7 tomorrow feeling car improve yesterday q3 lap come exactly want lose bit rear exit traction p7 good position ’ll try improve backhand index pointing right
1,black life matter yesterday today forever raise fistmedium dark skin toneblack heart endracism justiceforbreonnataylor
1,today intense day ’ll remember forever emopos thank positive energy raise handsmedium dark skin tone endracism justiceforbreonnataylor
1,lap smile face open mouth cold sweat trophychequere flag express grateful fan incredible team think 7th home win just insane thank positive energy british gp teamlh stillwerise
1,plenty mistake today visible want mistake learn car emotion fall fight nevergiveup
1,today challenging day struggle balance generally lap fast manage pull solid lap end secure 91st pole position ’m grateful team provide package raise handsmedium dark skin tone british gp
1,teamwork heart successful team person business team pull direction maximum effort single person grateful achieve stillwerise teamlh
0,smile face
0,happy birthday mate
0,week run shoeperson cartwheel male sign
0,tough fun thank support victory hand
0,fun race today
0,happy p5 today lap matter ’m smile grin face smile eye
0,time job
0,p6 today thumb thumb uplight skin tonehugge face car feel great race opportunity week smile face sunglasse eo31 british gp
0,q3 smile face sunglassesfire racing tomorrow let ’s gooocall handlight skin tone eo31 british gp
0,gutte race early great start race car feel great incident think fun today luckily ’re race week oncoming fistmedium light skin tone
0,race day oncoming fistmedium light skin toneflexe bicepsmedium light skin tone
0,come online little wild race end great result chuff ’d say splendid let ’s weekend
0,fatiguedisappear mmrbike
0,7th yesssssssss love battle overtaking enjoy race make progress race race let flex bicep
0,race day raise fistmedium light skin tone round4 ready silverstone
0,great quali today p11 happy lap just pretty crazy miss q3 000smiling face open mouth cold sweat positive note free tyre choice tomorrow fun flex bicep
0,p9 rough day deserve round oncoming fist
0,leave time table today p6 plenty game tomorrow oncoming fist
0,british gp f2 essereferrari theonlywayisthrough thinktomorrow
0,sprint race p14 lap gap 2s
0,great start lead corner finishing p9 result hope let tomorrow essereferrari f2 british gp
0,feature race p9 lap gap 7s
0,quick power nap uarecover wear race help ultimate focus theonlywayisthrough
0,congratulation winner f12020 competition guy clearly love game huge number entry pick grinning face smile eye enjoy game finlay wade
0,fun today tricky lap settle nice rhythm pace expect nice race car plenty learn today carry race grimacing faceoncome fistlight skin tone nl6 f1 wearewilliam
0,lap misjudge grip spin n’t lap second set tire result car feel good window focus race tomorrow read blog nl6 f1
0,aver dato massimo sufficiente sar solo quando avremo ottenuto almeno minimo nostri obiettivi best unless achieve goal british gp f1 alfaromeorace ag99honeybee
0,fight ’ll warrior cross sword british gp alfaromeorace ag99honeybee
0,special driver cap belgian gp arrive thank orange fan thumb bestfans lebanon check
0,positive day ’m happy finished race fourth fun moment let ’s build british gp
0,time shine let ’s good fun race bring car home unleashthelion keeppushe british gp
0,qualify satisfied start p4 goal race bring car home keeppushe british gp
0,qualify day time suit like gentleman keeppushe british gp
0,year wemissyou
0,hmm actually read comment tag thank nice word
0,warm lap brake lap engine lap lose mirror grimace face lap 5th win seasonnnn trophytrophytrophytrophytrophy
0,tomorrow start 6th smile face open mouththumb perfect qualify complicate track condition let great race nevergiveup
0,pole win championship lead index pointing weekend come smile face open mouth cold sweat silverstone gp3
0,congrat mate thumb
0,really fun race today p4 p8 fast lap way raise hand huge thank great car weekend smile face open mouth cold sweat silverstone
0,think anthony suit smirk facewinking face
0,feel good raise handsraise hand race win home race bottle pop cork
0,finde nos paso todo silverstone todas cosas pasaron estuvieron fuera mi control asi sera dificil olvidar
0,weekend hope happen control easy forget think hungary
0,ha sido buen dia problemas suspension trasera durante toda q2 pude salir hacer unas vueltas coche era inconducible
0,good day rear suspension failure q2 possitive q1 manage time lap car undriveable
0,race mclaren silverstone eye wfg video game
0,kick silverstone british gp victory handmedium light skin tone
0,use ultra soft smile face open mouth
0,hahaha nice job pressure face tear joy final lap ok handonly second wink face
0,classy drive clapping handsclapping handssmile face open mouth cold sweat
0,handcall hand
0,merci machine 2face stick tongue winking eye
0,p8 today 4extra point championship thumb thumb uplight skin tonethumb uplight skin tone british gp eo31 f1
0,start p7 tomorrow decent position look messy session face roll eye let push british gp eo31 f1
0,great fan early good time join pact drink drive post join jointhepact
0,pace unfortunately start position difficult point think p12 maximum today
0,frustrating qualifying position win tomorrow cloud snow km20 british gp
0,ready qualify oncoming fistmedium light skin tone km20 british gp
0,know ham win today congrat feel ham today
0,plan tomorrow
0,visor qualifying let
0,miss julio fold handsmedium light skin tonefolde handsmedium light skin tonefolde handsmedium light skin tone jb17
0,great formulae weekend new york 4th yesterday point race statue liberty nyceprix
0,know win battle just spray face tears joysee evil monkeysweat dropletsbottle popping cork camera flash copyright gregory heirman
0,thank guy grin face
0,buzz today 's race british gp story weekend smile face open mouthchequere flag
0,yes p1 today trophybottle pop corkflexed bicepslight skin toneno feel thank team hard work british gp f2 chequer flag
0,thank tim definitely memorable weekend smile face open mouth
0,thanks jeff
0,thank guy place win grinning face smile eye
0,thank guy perfect race grinning face smile eye
0,podium reason fight podium win plan rest
0,podium thank guy hard work win end
0,podium control end bit unfortunate sc come late drive issue
0,podium know start important thing hard pass mange defend p1 pull gap
0,champagne time f2 british gp
0,canadian national anthem play nicholas stand podium f2 british gp
0,nicholas climb race car thrust arm air race winner f2 british gp
0,nicholas 's win margin 7s flag complete control start finish f2 british gp
0,chequer flag yes yes yes nicholas cross line claim victory tremendous race f2 british gp
0,lap nichola sprint away closing win career f2 british gp
0,lap safety car light race nichola flat defend p1 f2 british gp
0,lap nichola 's lead wipe time race f2 british gp
0,lap great news safety car deploy boschung crash bunch field f2 british gp
0,lap great nicholas cluster car squabbling position lead 9s f2 british gp
0,lap nichola great job p1 hunt victory lead 1s f2 british gp
0,lap nichola 's lead 2s seven lap run f2 british gp
0,lap mid distance nichola look strong head pack lead 9s f2 british gp
0,lap nichola fly race lead just 3s clean air great pace f2 british gp
0,lap nichola extend race lead far good f2 british gp
0,lap nichola set fast lap race great pace f2 british gp
0,lap drs enable nicholas 's fast start reach chase pack f2 british gp
0,lap nichola impressively pull 1s gap ghiotto field push hard f2 british gp
0,lap nichola make confident safe start lead field opener f2 british gp
0,cars grid red circlered circlere circlere circlere circle light
0,lap underway british gp nicholas lead way
0,spring race hold lap km track mandatory pit stop just flat start
0,good morning cloudy british gp sprint race time nicholas steve twitter control
0,difficult race manage today manage p8 finish start pole race tomorrow british gp f2
0,chequer flag chequer flag p8 nichola end hard fight feature race mean pole sunday 's sprint ok hand f2 british gp
0,l23 ghiotto involve fight fifth steal p7 nichola stilltimetofightback f2 british gp
0,l22 pit stop ahead mean nicholas point p7 chase canamasa jordan king fifth f2 british gp
0,boom just say nicholas clear albon fight way flex bicep f2 british gp
0,l18 nichola embroil way scrap ninth alex albon canamasas f2 british gp ontheattack
0,l14 half distance nichola continue run p11 driver ahead pit f2 british gp
0,lap nichola 11th chase canamasa f2 british gp
0,l7 nichola pit trade soft tyre hard compound boot f2 british gp
0,l5 nichola slip ninth luca ghiotto keeppushe f2 british gp
0,wild ride open couple lap nichola hang p8 remain fight flexed bicep f2 british gp
0,red circlere circlere circlere circlere circle light nichola complete open lap p8 f2 british gp
0,aborted start car stick grid f2 british gp
0,ready start feature race nichola p6 grid flex bicep british gp f2
0,congrats man thumb uplight skin tonethumb uplight skin tone
1,buzz yesterday ’s win thank half season hope enjoy summer break battery keeppushe
1,big thank come support today year raise hand ’m look forward summer break flex bicep
1,wow day crazy race stay calm won feel absolutely amazing car great today adapt circumstance really good strategy work perfectly mega job team clap hand hungarian gp
1,good pace today able push pole disappointing face steam nose ’s challenge ahead ’ll push tomorrow oncoming fist keeppushe
1,united desire drive abuse kind sport love entire f1 family join driveitout
0,tough today race want holiday time recharge battery come strong month
0,eye tomorrow pace manage tyre right window q3 saturday huge congrat great lap
0,buena recuperación carrera excelente resultado todo equipo bien hecho ahora descansar regresar fuertes última parte año voy extrañar mis vacacione poco
0,fue día esperábamos todo nos salió mal mañana vamos darlo todo minimizar daño nevergiveup hungarian gp n’t day expect wrong tomorrow minimize damage
0,say cheese grinning face smile eye
0,amazing achievement ’ve proud black flag
0,want start pole n’t prouder job ’ve team today past month close gap double podium let ’s push oncoming fist
0,race day let oncoming fist
0,good luck today oncoming fist
0,pole baby unbelievable job team tough friday good saturday far yes team oncome fist
0,abuse kind place f1 inappropriate behaviour report ’re target reach love sport let ’s look blue heart
0,día difícil todo equipo temperaturas bajas condicione pista éramos bastante rápido luchar hay cosas aprender hoy nos reagruparemos volveremos fuerte tras parón backhand index pointing right carlossainz
0,today tough day team low temperature track condition simply fast fight thing learn today regroup come strong summer break backhand index pointing right
0,felicidades george 1a pole poco decepcionado p2 podría haber mejorado mi última vuelta estamos dando pasos dirección correcta confío podamos mantener carrera buen ritmo vierne ello backhand index pointing right
0,congrats george pole ’m bit disappoint p2 final lap step right direction confident carry good pace friday race ready backhand index pointing right
0,’s p2 double podium summer break strong start season forward win close thank fan hope enjoy collisioncollision
0,time
0,p4 simply lovely nice job pole nearly
0,united desire drive abuse kind sport love entire f1 family join driveitout
0,double point budap time reflect recharge come strong
0,good grinning face smile eye p5 grid tomorrow great job team clapping handsmedium light skin tone
0,raise hand finger splayedmedium light skin tonewinking face
0,tough day force pit early new wing compromise race positive new package new potential unlocked race raise hand time summer break smile face sunglassessun haasf1 f1
0,start p13 tomorrow let ’s point raise hand haasf1 f1
0,sabe cosa
0,acaba publicar foto
0,acaba publicar foto
0,clap handslight skin toneclappe handslight skin toneclappe handslight skin toneclappe handslight skin tone
0,great day feel fast condition budap p6 start tomorrow flex bicep vamossss alpine f1 budap
0,smile face halo
0,need fold hand
0,united desire drive abuse kind sport love entire f1 family join driveitout
0,lap incident tricky afternoon race good bad ’ll come strong victory handmedium light skin toneout hungary summer breaksmile face sunglassestropical drink
0,final race summer breakwhite heavy check mark msc47
0,flushed face smile face open mouth smile eye msc47
0,united desire drive abuse kind sport love entire family join driveitout
0,p3 let ’s work focus race londoneprix ag99honeybee dragonpenskeautosport
0,old mate ride home oncoming fistlight skin tone monaco
0,big thank mechanic incredible job fixing car record time flex bicep ’m happy finish 2nd keeppushe hungarian gp
0,lion face unleashthelion keeppushe hungarian gp
0,try lot p7 qualify disappointing result want tomorrow race try good gain position keeppushe hungarian gp
0,qualify day lion face unleashthelion keeppushe hungarian gp
0,face tear joyface tears joyface tears joy
0,defend begin race struggle soft tyre load work easy race performance wise thank continuous support tough time
0,bueno puntos saben gloria después mala arrancada esto eyesbackhand index pointing
0,bueno van primeras año estamos pelea nunca fue nuestro fin semana teníamos mucho gran trabajo todo equipo hizo gran fin semana regresaremos fuerte
0,gran trabajo todo equipo mi parte contento 4to sentí bien durante calificación físicamente aun así buen resultado pelear mañana vamos gran carrera hungarian gp
0,great saturday tough sunday bring start home flexed bicep
0,happen umbrella rain dropseye
0,love p12 yes thumb
0,quite like track raise hand
0,orgullo volver ver español liderar rank mundial vaya tornéazo fin semana enhorabuena
0,carrera dura gran salida hemos perdido muchas posiciones 1a parada tráfico pitlane ha sido difícil remontar hemos llegado puntos contento descansar trabajar coche hasta silverstone backhand index pointing right
0,tough race today great start lose position 1st pitstop traffic pitlane difficult recover fight way point happy time work car silverstone backhand index pointing right
0,hemos mejorado desde ayer aún tenemos dificultade último sector hay margen mejora aunque podemos estar satisfechos tener ambo coche empezar mañana goma usada puede ser complicado intentaremos sumar puntos aquí backhand index pointing right
1,raise handsmedium dark skin tone
1,90th pole position 7th pole position hungary sign hornsmedium dark skin tonefire qualifying lap feel great ’m focus tomorrow feel strange guy cheer hope ’re stay safe send positive vibe fold handsmedium dark skin tone hungarian gp
1,qualifying time flexed bicepsmedium dark skin tone hungarian gp
1,madiba day miss legacy shine bright inspire everyday ’m forever honour share moment happy birthday madibablack heart continue fight raise fistmedium dark skin tone nelsonmandela
0,say charles time honest grimacing faceperson shrug male sign
0,year hungary victory hand
0,want fast want far long week team think use couple hand
0,p13 persevere face result want today chin make sure time lap lando thank support peace love everyonevictory hand lll hungarian gp
0,lift signe thinking facebaby
0,qualify day
0,yeah let sparkle
0,thank buddy fold handslight skin tone shame damage car car point
0,yeah point season flexed bicepsmedium light skin tone suuuch great effort team make tyre choice formation lap tough end manage 9th little valuable point awesome oncoming fistmedium light skin tonesmile face smile eye
0,qualifying result hope tomorrow wet eventful ’ll ready fight flexed bicepsmedium light skin tone
0,guess ’s motorsport drivetrain issue today try fix issue start impossible retire car 3rd issue day weekend let reset focus silverstone
0,50th race today let good raise fistmedium light skin tone
0,amazing q3 10th qualifying challenge far technical issue team fix tomorrow good fun look weather cloud lightning raincloud lightning raincloud lightning rain
0,yes guy p4 right facing fistleft face fist
0,p3
0,hungarian gp f2 essereferrari theonlywayisthrough thinktomorrow
0,p3 podium day great yield team deliver weekend sensational f2 essereferrari hungarian gp
0,sprint race p3 lap gap 7s
0,p3 bring podium hungary happy performance today tomorrow want follow directly sprint race prove great quality package essereferrari f2 hungarian gp
0,feature race p3 lap gap 0s
0,good start rocketsweat droplet position nl6 f1
0,speak canadian eh maple leaf nl6
0,today just amazing start lap come undone puncture pit stop sustain lot floor damage bring car pit race focus silverstone nl6 f1
0,time q2 white heavy check markgrimace face amazing team effort clapping handslight skin tone lot work car merit weekend huge achievement track factory let ’s push tomorrow oncoming fistlight skin tone hungarian gp nl6 f1
0,l'ho scritto sul casco ma porto nel cuore red heart forzaalex
0,oggi siamo questi dobbiamo lavorare tutte nostre forze tornare emozionarci believe miracle believe hard work ’ve forever ’ll f1 hungarian gp ag99blue heart alfaromeorace
0,domani altro giorno hungarian gp alfaromeorace ag99honeybee
0,great half season record break boy oncome fistlight skin tone
0,summer break sun signingoff
0,close despite win good day great weekend oncoming fistlight skin tone work hard improve keeppushe hungarian gp
0,flexed bicepslight skin tone let ’s lion face unleashthelion keeppushe hungarian gp
0,happy flexed bicep big thank perfect job stunning car thumb keeppushe hungarian gp
0,’m ready important qualifying day lion face unleashthelion keeppushe hungarian gp
0,maximise point today p3 p4 team summer break start track week spa camera flash
0,hoy hicimos muy buena carrera gran primera vuelta nos puso zona puntos faltando vueltas nos rebasaron quedamos fuera puntos ahora toca descansar recargar energía hacer gran segunda parte nevergiveup checo11 hungarian gp
0,tuvimos buen ritmo hoy mañana voy pelear pista buen resultado flexed bicep n’t good pace today tomorrow ’ll fight track good result flex bicep nevergiveup hungarian gp checo11
0,wait belgium like unamused face f1
0,feel good race oncoming fist want big step forward weekend flexed bicep f1 hungarian gp camera flash
0,race day feel raise hand f1 hungarian gp
0,thank repay favour team rk raise handslight skin tone f1 hungarian gp
